"MaxTemp","Humidity3pm","Temp9am","Temp3pm","RainToday","WindGustDir_x","WindDir9am_x","WindDir9am_y","WindDir3pm_x","WindDir3pm_y","MinTemp_mean7","MaxTemp_mean7","Humidity9am_mean7","Humidity3pm_mean7","Temp9am_mean7","RainTomorrow"
0.327321173118652,1.65030061515354,1.28326965013593,-0.455773591795288,0,0.346373454032994,1.44793314831269,1.81961773713115,0.392356674795283,1.31189322652531,-0.056287558096394,-0.140066739625674,0.436674446045658,0.278982858652541,-0.109675961459606,1
0.417538107869012,-0.315766142158658,-0.0955575831591988,0.39086154410434,1,0.346373454032993,-1.51338329239001,-1.30860374720647,0.736116466186023,-0.991340632502177,-0.056287558096394,-0.140066739625674,0.436674446045658,0.278982858652541,-0.109675961459606,0
0.146887303617933,-0.626197735418479,0.364051494605843,0.252321249138946,0,-1.41812815901572,-0.599041548286482,-0.412347328242076,-1.5692477174707,-0.976986621117074,-0.056287558096394,-0.140066739625674,0.436674446045658,0.278982858652541,-0.109675961459606,0
-0.0936911890496925,-0.212288944405384,-0.33455430359702,-0.286446564615362,0,-1.56350932933428,-2.68777830101382,-0.202907937112227,-1.10899032875428,-1.54567142007524,-0.056287558096394,-0.140066739625674,0.436674446045658,0.278982858652541,-0.109675961459606,0
0.267176549951746,-0.677936334295116,0.161823500389224,0.113780954173553,0,-1.57547921879186,-1.01393493667154,1.67515161754234,-2.49484910126157,2.07746563884897,0.0963857927314271,0.21304638910153,-0.110761150454523,-0.0363777082248189,0.275806551674955,1
-0.559812018593217,-0.0570731477754736,-0.316169940486419,-0.501953690117086,1,-1.48599360567144,-1.85034174208774,-1.52974290922532,-1.33996679083883,-1.73636284422915,-0.0809235779278703,0.0356197507591565,0.359833150878421,-0.377852460810622,-0.0440813664495141,0
-0.153835812216599,-0.367504741035295,-0.389707392928825,-0.301839930722628,0,0.346373454032993,0.171408956098642,-2.39207395180437,0.392356674795282,-2.53102394877508,-0.199129825034069,-0.0786550332579657,0.15983057281192,-0.388200180585949,-0.102911328403439,0
1.01898433953808,-1.09184512530821,0.308898405274038,0.929629357858648,0,1.69686452142343,2.59282482702332,-0.861146023520324,1.22226622536935,-0.0223731615954565,-0.221293496366481,0.0957643739260629,0.0421819974786839,-0.481329658563896,-0.1139419462698,0
1.59035825962369,-0.988367927554937,1.54065073368435,1.56075736825655,0,1.64492255729303,1.53911344775655,1.96408385671996,1.20487981808249,1.31330012829881,-0.0550659613733894,0.432574263660739,-0.569590594254143,-0.636545455193806,0.261099061186474,0
1.81590059649959,-1.09184512530821,1.52226637057375,1.82244459208007,0,0.346373454032994,0.171408956098643,2.22081157915408,0.392356674795283,1.04221482825861,0.462086369716228,0.742319072970307,-0.581355451787466,-0.719327213396425,0.533187635223378,0
1.13927358587189,-1.04010652643157,0.639816941264868,1.19131658168217,0,0.346373454032993,-0.51244328973031,-1.28640383402832,-0.201410237606905,-1.48964133754023,0.68372308304035,1.08213619386333,-0.451942018920907,-0.915933889127645,0.724385011573635,0
1.31970745537261,-1.14358372418485,0.290514042163436,1.28367677832577,0,1.48909666490183,1.44793314831269,-2.2254336113556,1.89370367834485,-1.54567142007524,0.849950618033441,1.37684484738117,-0.322528586054347,-1.07114968575756,0.860429298592088,0
2.47749145133556,-1.9196627073344,2.66209688343105,2.6228996296579,0,0.950755405091093,0.581720303596014,0.447189601037429,0.392356674795283,0.705116830425246,1.04942366002515,1.66854626974067,-0.899006605187203,-1.23671320216279,1.33106899422349,0
3.22929924092189,-2.17835570171758,3.28716522919151,3.16166744341221,0,-0.412617833342294,1.35675284886883,1.67515161754234,-1.73086861945272,-0.306177163074856,1.3855726752334,1.99633446600031,-1.12253889832035,-1.47471075699532,1.68037189332492,0
2.88346765771217,-1.81618550958113,3.67323685451414,3.11548734509042,0,-0.384507044920987,0.171408956098643,1.5171510744316,0.392356674795283,0.570277631291899,1.56657599111477,2.20984787824282,-1.60489805718662,-1.61957883384991,2.110565990113,1
2.73310609979491,-1.76444691070449,3.56293067585053,2.6690797279797,1,0.346373454032994,0.171408956098643,1.28259757285744,0.392356674795283,1.17705402739196,1.84362188276992,2.52861438102743,-2.26373007905274,-1.76444691070449,2.69518873703013,0
3.1240461503798,-2.07487850396431,3.52616194962933,3.08470061287588,0,0.346373454032993,1.67588389692234,2.18078303610318,-1.22447855979656,1.02866280600248,2.28689530941816,2.88948212002887,-2.94609181598551,-1.95070586666038,3.34231831852331,0
1.2595628322057,0.149881247731074,1.59580382301615,0.945022723965914,0,0.964810799301747,0.171408956098642,-1.21930644393358,2.00919190938712,-1.6410171321522,2.42357128263471,2.64589639620289,-2.5460866598525,-1.53679707564729,3.12905970644033,0
0.522791198411098,-0.781413532048389,0.0147485955044111,0.46782837464067,0,1.74880648555383,1.67588389692234,-2.58659891032763,1.32988337858821,-2.17480480696755,2.08003437698232,2.10459478770074,-2.04019778591959,-1.25740864171345,2.47457637970291,0
0.613008133161458,-0.212288944405384,0.603048215043664,0.652548767927862,0,1.74880648555383,1.44793314831269,-2.2254336113556,1.20487981808249,-1.92565445444852,1.68478223822097,1.65050288279059,-1.35783604898682,-0.9366293286783,1.86053865180882,0
0.507755042619372,-0.729674933171753,0.125054774168021,0.560188571284265,0,-0.300174679657067,0.171408956098642,-2.07933594970549,-0.704781520106323,-1.21196142780591,1.35232716823478,1.20543267135549,-0.851947175053909,-0.729674933171753,1.17296347147232,0
0.658116600536638,-1.24706092193812,0.161823500389224,0.590975303498797,0,1.87866139587984,1.67588389692234,-2.58659891032763,2.20306842150234,-0.925385893575366,0.920135577252746,0.712246761386853,-0.251939440854406,-0.564111416766515,0.500095781624295,0
1.84597290808304,-1.50575391632131,1.48549764435254,1.88401805650914,0,1.80074844968424,1.95840099179393,-0.202907937112227,-0.545170028997644,1.56245048081784,0.657865466485869,0.829528776562321,-0.404882588787612,-0.895238449576991,0.478034545891573,1
0.537827354202825,0.201619846607711,0.455973310158851,0.483221740747936,1,-0.848291720966242,0.672900603039874,-0.997471594850696,0.392356674795283,-1.65456915440833,0.787153549258273,0.832536007720666,-0.0637017203212284,-0.698631773845771,0.566279488822461,0
0.176959615201386,-0.988367927554937,0.0699016848362162,0.23692788303168,0,1.04914316456567,0.171408956098642,-2.62662745337853,1.26738159833535,-2.05022963070804,0.668947302152075,0.745326304128652,-0.2989988709877,-0.853847570475681,0.459650182780971,0
1.40992439012297,-1.40227671856803,0.272129679052834,1.40682370718389,0,1.41118371870622,2.37269611148471,-0.801306197483224,0.392356674795283,0.97479522869194,0.580292616822426,0.925760173629371,-0.334293443587671,-0.988367927554937,0.489065163757934,0
2.05647908916721,-1.50575391632131,1.77964745412217,2.00716498536727,0,0.346373454032994,0.171408956098643,2.22081157915408,-0.232661127733335,0.939574599520273,0.665253356930007,1.20543267135549,-0.710768884654026,-1.04010652643157,0.812629954504523,0
2.85339534612872,-2.02313990508767,2.58855943098864,3.00773378233955,0,0.346373454032994,0.171408956098643,2.84628758335183,-1.85966383052906,1.55306422242573,1.03095393391481,1.40691715896462,-0.840182317520585,-1.14358372418485,1.03324231183174,0
0.567899665786278,-0.367504741035295,0.400820220827046,0.637155401820595,0,1.64492255729303,2.36163887913389,-1.64031249023475,2.65574635817911,-1.08018807620049,0.982932646027914,1.41293162128131,-0.946066035320497,-1.25740864171345,1.02221169396538,0
2.26698527025138,-1.50575391632131,0.823660572370885,2.22267211086899,0,1.54103862903223,1.43500314246513,-1.03217979468291,-0.0764066771011804,0.628136658871491,1.06789338613549,1.83093675229131,-0.863712032587232,-1.36088583946672,1.17296347147232,0
