"MinTemp","Rainfall","Humidity9am","Humidity3pm","Temp3pm","RainToday","WindGustDir_x","WindGustDir_y","WindDir9am_x","WindDir9am_y","WindDir3pm_x","WindDir3pm_y","MaxTemp_mean5","Humidity3pm_mean5","Temp9am_mean5","RainTomorrow"
0.506133659431286,-0.292392407326271,-0.314310350782774,0.674071183461106,0.182937308216973,0,-0.295968203959652,1.14677825815907,-0.470838959422791,2.36236207413873,-0.244771585227334,0.879104923441528,-0.605990905240264,0.44492238097345,-0.162037110332342,0
0.627793678787344,-0.292392407326271,-0.0353919975655198,0.229731525132578,0.571242607217801,0,0.167531983394911,0.968079406335053,0.147900488524161,1.05234931152276,-0.193655868333919,1.02087824987159,-0.605990905240264,0.44492238097345,-0.162037110332342,0
0.773785702014615,-0.292392407326271,0.0343375907387937,0.483639901320308,0.409448732634123,0,-0.744863592626318,1.52537783357011,-0.470838959422791,1.88201262457962,-0.628139461927944,1.12016688848402,-0.605990905240264,0.44492238097345,-0.162037110332342,0
1.23609377556764,-0.292392407326271,-0.314310350782774,0.801025371554971,0.474166282467594,0,-0.251078665092986,1.25980979883188,-0.883331924720759,0.848554299649276,-0.193655868333919,1.02087824987159,-0.605990905240264,0.44492238097345,-0.162037110332342,0
1.43074980653733,-0.292392407326271,0.452715120564675,0.927979559648836,0.409448732634123,0,-0.251078665092986,1.25980979883188,0.161673195688711,1.94983336056476,-0.193655868333919,1.02087824987159,0.216421981446635,0.62328950822356,1.13603956566972,0
1.23609377556764,-0.263063195197699,0.104067179043107,0.356685713226443,0.474166282467594,0,0.084586931029345,0.881568810434685,1.05618046381323,1.06595831461498,0.174681536738998,0.738128129209294,0.275641168483866,0.559812414176627,1.14834975415016,0
0.287145624590381,-0.292392407326271,-0.453769527391401,-0.658947791524479,0.95954790621863,0,0.222828684971955,-0.992827434073278,0.0128468062507109,-0.712876788839549,0.974722200857047,-0.184195024783937,0.376313786447158,0.382076550845216,1.19143541383169,0
0.676457686529768,-0.263063195197699,0.313255943956048,0.229731525132578,0.95954790621863,0,0.808481788122004,-0.654612307326293,0.0128468062507109,-0.712876788839549,0.852711621766117,0.520498190297019,0.471064485706728,0.33129487560767,1.16065994263059,0
0.871113717499462,-0.248398589133413,0.104067179043107,-0.214608133195951,0.700677706884743,0,0.388718789703088,-1.16584862587401,0.161673195688712,-1.06790480876012,0.976115878740622,-0.947612674454974,0.542127510151405,0.128168174657485,1.04371315206644,0
0.84678171362825,-0.277727801261985,-0.0353919975655198,-0.151131039149018,0.733036481801479,0,-0.0565573300040969,-1.71668743888535,0.161673195688712,-1.06790480876012,0.852711621766117,-0.888888239864894,0.536205591447682,-0.0876539451020854,0.957541832703379,1
0.481801655560074,0.836782259623759,1.01055182699918,2.07056725249362,-1.69387163695369,1,-0.744863592626319,-1.7779225327344,-0.470838959422792,-1.48043352233409,-1.13929663086209,-1.60192828908456,0.512517916632789,0.255122362751351,0.723648251575071,1
