"MinTemp","Humidity9am","Humidity3pm","Temp3pm","RainToday","WindGustDir_y","WindDir9am_x","WindDir9am_y","WindDir3pm_y","MinTemp_mean7","Rainfall_mean7","Humidity9am_mean7","Temp3pm_mean7","RainToday_mean7","RainTomorrow_mean7","RainTomorrow"
0.570203095515534,-0.60524743878455,-1.10434152423116,0.549345529735804,0,0.0501973384366141,-0.504516153430374,0.579449561699928,-0.806486029001849,0.000297647404607573,0.00113134740362351,0.000572214915638552,0.000579887052692486,0.263614838200474,0.263614838200474,0
0.975151129874242,0.670864142957067,-1.49543753110838,0.590798390452644,0,0.0501973384366141,-1.18123652124623,-0.948530474153004,-1.38331797514453,0.000297647404607573,0.00113134740362351,0.000572214915638552,0.000579887052692486,0.263614838200474,0.263614838200474,0
1.12240496055013,0.753193922424268,-0.539425069852959,1.21259130120524,0,0.0501973384366141,-0.747825924201164,0.0119141198116966,1.13376688075081,0.000297647404607573,0.00113134740362351,0.000572214915638552,0.000579887052692486,0.263614838200474,0.263614838200474,0
0.0364079593154206,-1.09922611558776,-1.53889264298362,0.659886491647377,0,0.050197338436614,-0.504516153430374,-0.555621322076535,-1.38331797514453,0.000297647404607573,0.00113134740362351,0.000572214915638552,0.000579887052692486,0.263614838200474,0.263614838200474,0
0.146848332322341,-0.687577218251751,-1.62580286673412,0.853333174992628,0,0.0501973384366141,-0.910598557068471,0.0119141198116967,1.23864541641312,0.570203095515534,-0.357031572017361,-0.193598541448545,0.773190977606738,0,0,0
-0.3501333462088,-1.01689633612056,-1.75616820235986,0.466439808302125,0,0.0501973384366141,-0.654898457389453,-0.642934466982417,-0.911364564664155,0.386135807170668,-0.357031572017361,-0.275928320915746,0.756609833320002,0,0,0
-0.12925260019496,-0.481752769583749,-1.06088641235591,0.507892669018965,0,0.0501973384366138,0.773733430221799,0.18654040962346,0.456595247792099,0.165255061156827,-0.362322444338889,-0.506451703423909,0.740028689033267,0,0,0
-0.18447278669842,0.794358812157869,-0.713245517353944,0.521710289257911,0,0.0501973384366138,1.75121840595581,0.754075851511692,0.456595247792099,-0.0961204882928835,-0.362322444338889,-0.498218725477189,0.601852486643801,0,0,0
0.202068518825801,0.794358812157869,0.28622205577672,0.32826360591266,0,0.0501973384366138,1.45045379803766,0.579449561699928,0.834437326350989,-0.0629883763908075,-0.362322444338889,-0.119501739928064,0.535527909496858,0,0,0
0.386135807170668,-0.275928320915746,1.06841406953115,0.424986947585286,0,0.6925035062844,0.070127108581426,-0.552753672672458,0.347177863283518,-0.0151308814211422,-0.362322444338889,-0.0371719604608625,0.449858664015389,0,0.2,1
1.21443860472257,0.588534363489866,-1.36507219548264,1.65475514885153,1,-0.940024670328723,-0.620458686370942,-1.52075560264529,-1.96578306466189,0.297783508765131,-0.325286338088193,0.283914179461222,0.68752173212527,0.2,0.2,0
1.63779336791576,-0.975731446386955,-1.84307842611035,1.93110755363046,0,-0.427771352129608,-0.203751545512216,-0.380995032264772,-1.01097268838905,0.651192702387276,-0.325286338088193,0.18511844410058,0.972164709047568,0.2,0.2,0
1.39850589306744,-2.37533769732937,-1.88653353798559,1.9449251738694,0,-0.832973642354092,1.53099093594114,0.0119141198116964,1.10849814736466,0.967788438340447,-0.325286338088193,-0.448820857796868,1.25680768596987,0.2,0.2,0
1.93230102926755,-1.96368879999337,-2.01689887361133,2.42854188223253,0,0.49919822957458,0.172204214385482,-0.162712170000067,-1.08398842074471,1.3138349404288,-0.325286338088193,-1.00043038022712,1.67686334123384,0.2,0.2,0
2.31884233479177,-1.42854523345656,-1.88653353798559,2.26273043936517,0,-0.456739151557865,-0.654898457389453,-0.642934466982417,-1.35804924175838,1.70037624595302,-0.325286338088193,-1.23095376273528,2.04441203958982,0.2,0,0
2.53972308080561,-2.33417280759577,-2.27762954486281,2.69107666677252,0,0.716456725286499,1.04267303733922,0.0119141198116964,-0.12477554719686,1.96543314116963,-0.362322444338889,-1.81549519695241,2.25167634317402,0,0,0
2.31884233479177,-2.58116214599738,-2.66872555174003,2.42854188223253,0,0.673005026144115,0.815565966427841,1.17127330214045,1.52101914358864,2.10164293454483,-0.362322444338889,-2.13658133687449,2.35116320889443,0,0,0
