"Rainfall","Humidity9am","Humidity3pm","Temp9am","RainToday","WindGustDir_x","WindGustDir_y","WindDir9am_x","WindDir9am_y","WindDir3pm_y","MinTemp_mean7","Humidity9am_mean7","Humidity3pm_mean7","Temp3pm_mean7","RainToday_mean7","RainTomorrow"
-0.179609376370337,-1.60817501428174,-1.08523935700081,2.27955581384852,0,-0.58928478161367,2.01307432076453,-0.12804324088679,2.14494252780532,1.54106554232588,-0.0901657684634323,-0.0847285174774523,-0.00381841048772257,-0.0632320730982995,0.0718232044198895,0
-0.179609376370337,-0.958638127395944,-0.72249999044614,2.1376252319489,0,-1.95270909938362,-1.25819174235468,-2.59652554893223,0.172193990504573,-1.07358420554247,-0.0901657684634323,-0.0847285174774523,-0.00381841048772257,-0.0632320730982995,0.0718232044198895,0
-0.179609376370337,-0.54107870011222,-0.662043429353694,1.29894452072387,0,-1.42281580644547,-1.96436522024309,-0.885992593377238,-2.35132775393754,-1.79787726304364,-0.0901657684634323,-0.0847285174774523,-0.00381841048772257,-0.0632320730982995,0.0718232044198895,0
-0.179609376370337,-0.865847143555116,-0.480673746076358,0.653805512089236,0,0.994181635284162,-0.488209430942781,0.896471862667398,-1.74946683499805,-0.168148039415898,-0.0901657684634323,-0.0847285174774523,-0.00381841048772257,-0.0632320730982995,0.0718232044198895,0
-0.179609376370337,-1.42259304660008,-1.14569591809326,0.76993053364347,0,0.496404952906848,-0.955942511503791,0.323536858938765,-1.13179014108649,-0.593839627769114,1.22555452818846,-1.07926640638902,-0.819230488194053,1.2026399754509,0,0
-0.179609376370337,-0.819451651634702,-0.662043429353694,0.537680490535002,0,0.90038252854239,-1.39557775637781,1.69243467015025,-0.979229426693213,-1.55763066171694,0.909382337299266,-0.921521733859613,-0.734591302664629,0.926877886506102,0,0
-0.179609376370337,-1.42259304660008,-1.08523935700081,0.421555468980768,0,0.829237216857304,-0.413856655938832,1.4429094510992,-0.867801354061169,-0.593839627769114,0.642450077778058,-1.01431271770044,-0.807139175975563,0.593205758882898,0,0
-0.179609376370337,-1.37619755467967,-1.08523935700081,0.511874930189616,0,0.521653551384069,-0.983419714308417,0.464428161008283,0.172193990504573,-1.07358420554247,0.222614873482567,-1.18133648861393,-0.891778361504987,0.460839956189395,0,0
-0.179609376370337,-1.51538403044091,-1.2061524791857,0.7183194129527,0,0.829237216857304,-0.413856655938832,0.64448426159302,0.172193990504573,-0.683705912880963,0.0230635726754507,-1.31124386599109,-1.03687410812686,0.515992373978354,0,0
-0.179609376370337,-1.51538403044091,-1.14569591809326,1.10540281813348,0,-1.17685583190494,-1.3181527001105,0.777508866963074,-0.570659827042386,0.257543548937318,-0.0158100573519096,-1.32980206275925,-1.03687410812686,0.584932896214554,0,0
-0.179609376370337,-1.1442200950776,-0.662043429353694,1.38926398193272,0,0.774139536156283,-1.25819174235468,0.527983647912028,-0.459231754410342,-0.397366586990707,0.100810832730171,-1.39475575144783,-1.03687410812686,0.750390149581432,0,0
-0.179609376370337,-1.00503361931636,-0.541130307168803,1.5957084646958,0,1.33888837984588,0.225577209095129,0.943859012997106,-0.644945208797082,-0.757567161751121,0.372926242921693,-1.31124386599109,-0.928052298160454,0.954454095400582,0,0
-0.179609376370337,-0.726660667793875,-0.541130307168803,1.6086112448685,0,0.994181635284162,0.939363849133038,0.323536858938766,1.47617812209564,0.257543548937318,0.709831036492149,-1.18133648861393,-0.819230488194053,1.13645707410415,0,0
-0.179609376370337,-0.309101240510151,-0.601586868261249,1.35055564141464,0,1.26747455905108,0.225577209095129,0.323536858938766,1.47617812209564,1.27265425962576,1.03377795338682,-0.940079930627778,-0.698317366009161,1.21367045900869,0,0
-0.179609376370337,-0.123519272828497,0.123891864848098,1.11830559830617,0,0.774139536156283,1.70934616054494,0.943859012997106,0.989333189806226,1.10892672564375,1.3266259662596,-0.661706979105296,-0.44439980942089,1.14197231588304,0,1
0.0785823568984744,1.36113646862474,3.56991584711749,0.486069369844231,1,0.0392795977676825,1.87700920498953,0.387196303797503,1.54480886586359,1.95170614554796,1.39400692497369,-0.160635666364828,0.401992045873347,0.742117286913088,0.2,1
1.06831733442892,2.05706884743095,3.81174209148728,0.228013766390377,1,0.433370612632846,0.686564414119612,0.527983647912028,0.803619735419487,0.257543548937318,1.33180911692991,0.451784826984634,1.27256652560456,0.375353708616508,0.4,1
3.60720271157223,2.14985983127178,3.56991584711749,-0.0300418370634767,1,1.00137692245128,1.95664098578657,1.72404464583098,2.98605448499055,0.257543548937318,1.21777980218299,1.02708892679776,2.09477575646182,-0.0879266008107517,0.6,1
1.58470080096654,1.40753196054516,3.08626335837793,0.292527667253841,1,-0.0563715034425234,1.62570433604908,-0.885992593377237,2.11336456315235,1.02765674497046,1.05191898073292,1.37041556700883,2.83234580178966,-0.424356349323404,0.8,0
